"ID","IdadeResponsavel","RendaAntes","RendaMensal","NumeroFilhos","Vulneravel","EvasaoEscolar","TemInternet","SexoResponsavel","Regiao"
387,37,1868.23,2000,3,"Não","Não","Sim","Feminino","Rural"
388,46,2515.06,2700,0,"Sim","Não","Sim","Masculino","Urbana"
389,54,1492.64,1700,2,"Não","Não","Não","Feminino","Urbana"
390,47,1264.88,1500,1,"Não","Não","Sim","Feminino","Rural"
391,43,1684.89,1900,2,"Não","Não","Sim","Feminino","Urbana"
392,37,748.28,900,1,"Sim","Não","Não","Feminino","Urbana"
393,45,942.41,1100,2,"Sim","Sim","Não","Feminino","Urbana"
394,35,1601.29,1800,2,"Não","Não","Sim","Feminino","Rural"
395,37,1727.28,1900,0,"Não","Não","Sim","Feminino","Rural"
396,51,1327.77,1600,0,"Não","Não","Não","Masculino","Urbana"
397,44,1864.1,2100,3,"Não","Não","Sim","Feminino","Urbana"
398,42,950.98,1200,2,"Sim","Sim","Não","Feminino","Urbana"
399,37,1909.55,2100,2,"Não","Sim","Sim","Feminino","Urbana"
400,49,625.27,800,0,"Não","Não","Não","Masculino","Urbana"
401,53,1803.58,1900,2,"Não","Não","Sim","Feminino","Urbana"
402,31,1192.23,1400,3,"Sim","Sim","Não","Feminino","Urbana"
403,41,1769.27,1900,0,"Não","Não","Não","Feminino","Urbana"
404,40,1914.78,2000,2,"Não","Não","Sim","Feminino","Rural"
405,34,973.41,1100,2,"Sim","Não","Não","Feminino","Urbana"
406,30,1827.9,2000,3,"Sim","Não","Sim","Feminino","Urbana"
407,40,2002.66,2200,1,"Não","Não","Sim","Feminino","Urbana"
408,47,1973.08,2100,0,"Não","Não","Sim","Masculino","Urbana"
409,55,2941.92,3100,1,"Sim","Não","Sim","Feminino","Rural"
410,21,2474.49,2700,1,"Não","Não","Sim","Masculino","Urbana"
411,33,1831.31,2000,0,"Sim","Sim","Não","Feminino","Urbana"
412,37,2258.18,2500,4,"Não","Não","Sim","Feminino","Urbana"
413,23,3006.25,3200,1,"Não","Não","Sim","Masculino","Urbana"
414,32,1379.13,1600,6,"Não","Não","Sim","Feminino","Rural"
415,32,728.05,900,2,"Sim","Sim","Sim","Masculino","Rural"
416,33,1260.14,1400,2,"Sim","Sim","Sim","Feminino","Urbana"
417,18,1108.06,1400,2,"Sim","Sim","Não","Masculino","Urbana"
418,42,2945.35,3200,2,"Não","Não","Sim","Masculino","Urbana"
419,34,2400.92,2600,1,"Não","Não","Sim","Feminino","Urbana"
420,55,1765.49,1900,4,"Não","Não","Sim","Feminino","Urbana"
421,48,814.2,1100,2,"Sim","Sim","Sim","Masculino","Urbana"
422,25,1619.12,1800,2,"Sim","Não","Sim","Feminino","Urbana"
423,41,2277.51,2500,1,"Não","Não","Sim","Feminino","Rural"
424,34,794.92,1000,1,"Não","Não","Sim","Feminino","Urbana"
425,49,266.33,400,2,"Sim","Não","Não","Feminino","Urbana"
426,41,2213.65,2400,2,"Sim","Não","Sim","Feminino","Urbana"
427,34,662.11,800,1,"Não","Não","Sim","Masculino","Rural"
428,44,2404.01,2700,3,"Sim","Sim","Sim","Masculino","Urbana"
429,42,2199.51,2300,3,"Sim","Sim","Sim","Feminino","Urbana"
430,38,541.53,700,1,"Não","Não","Sim","Masculino","Urbana"
431,60,1504.77,1700,1,"Não","Não","Sim","Feminino","Urbana"
432,35,630.27,900,0,"Não","Sim","Sim","Masculino","Urbana"
433,35,226.78,500,0,"Não","Não","Não","Masculino","Urbana"
434,25,1004.24,1300,4,"Sim","Não","Não","Feminino","Urbana"
435,40,1259.86,1400,0,"Sim","Não","Não","Feminino","Urbana"
436,49,2492.45,2600,1,"Sim","Sim","Não","Feminino","Urbana"
437,19,1560.45,1800,2,"Não","Não","Sim","Masculino","Urbana"
438,37,1705.25,1900,0,"Não","Não","Sim","Feminino","Urbana"
439,28,1019.85,1200,4,"Sim","Não","Sim","Feminino","Urbana"
440,54,1551.9,1700,0,"Não","Não","Sim","Masculino","Urbana"
441,54,1502.73,1600,6,"Não","Sim","Sim","Feminino","Urbana"
442,43,1461.79,1700,2,"Não","Não","Sim","Feminino","Rural"
443,54,1739.25,2000,1,"Não","Não","Sim","Masculino","Urbana"
444,31,1799.32,2000,3,"Sim","Sim","Sim","Feminino","Urbana"
445,50,264,508.92,3,"Sim","Sim","Não","Feminino","Urbana"
446,34,1703.57,1900,3,"Não","Não","Sim","Feminino","Urbana"
447,43,1689.98,1900,1,"Sim","Não","Sim","Feminino","Urbana"
448,37,1229.72,1500,2,"Não","Sim","Sim","Feminino","Urbana"
449,37,2416.36,2600,5,"Não","Não","Sim","Feminino","Rural"
450,45,1100.39,1300,2,"Sim","Não","Não","Feminino","Urbana"
451,27,1796.09,2000,3,"Sim","Não","Não","Feminino","Urbana"
452,37,2225.01,2400,3,"Sim","Não","Não","Feminino","Urbana"
453,42,1873.92,2000,5,"Sim","Não","Sim","Feminino","Urbana"
454,36,1502.16,1700,1,"Não","Não","Sim","Feminino","Urbana"
455,41,837.57,1000,1,"Não","Sim","Sim","Feminino","Urbana"
456,37,2439.47,2600,0,"Sim","Sim","Não","Masculino","Urbana"
457,56,1081.29,1300,2,"Sim","Sim","Não","Feminino","Urbana"
458,47,2267.79,2500,3,"Não","Sim","Não","Feminino","Urbana"
459,70,2072.94,2300,1,"Não","Não","Não","Masculino","Rural"
460,32,2008.16,2300,0,"Sim","Não","Não","Feminino","Urbana"
461,48,1393.73,1600,2,"Não","Sim","Sim","Feminino","Urbana"
462,61,80.94,200,5,"Sim","Sim","Não","Feminino","Urbana"
463,43,1932.82,2200,3,"Não","Não","Sim","Masculino","Urbana"
464,29,1270.52,1500,1,"Sim","Não","Não","Feminino","Rural"
465,30,928.47,1100,2,"Sim","Não","Não","Masculino","Urbana"
466,40,771.76,1000,2,"Sim","Não","Não","Feminino","Urbana"
467,53,1218.51,1400,1,"Sim","Sim","Não","Feminino","Urbana"
468,48,1249.32,1500,2,"Não","Não","Sim","Feminino","Urbana"
469,19,2351.6,2500,2,"Não","Não","Sim","Feminino","Urbana"
470,33,1886.83,2000,1,"Não","Não","Sim","Feminino","Urbana"
471,40,1164.01,1400,1,"Não","Não","Sim","Masculino","Rural"
472,25,1676.31,1900,2,"Não","Sim","Sim","Feminino","Urbana"
473,47,2312.44,2500,1,"Não","Não","Sim","Feminino","Urbana"
474,15,1217.16,1400,1,"Não","Não","Sim","Feminino","Urbana"
475,41,2488.27,2700,4,"Não","Não","Sim","Feminino","Rural"
476,36,1169.12,1400,6,"Sim","Sim","Não","Feminino","Urbana"
477,35,1431.28,1600,3,"Sim","Sim","Não","Feminino","Rural"
478,37,1624.39,1900,2,"Não","Não","Não","Feminino","Urbana"
479,43,2266.18,2500,2,"Sim","Não","Sim","Masculino","Rural"
480,44,2758.7,3000,1,"Não","Não","Sim","Feminino","Urbana"
481,38,2279.79,2400,2,"Sim","Sim","Sim","Feminino","Urbana"
482,21,276.66,500,0,"Sim","Sim","Não","Feminino","Urbana"
483,26,1060.52,1200,4,"Sim","Sim","Não","Feminino","Rural"
484,25,1537.57,1700,2,"Sim","Sim","Não","Masculino","Urbana"
485,48,1211.87,1400,2,"Sim","Sim","Sim","Feminino","Urbana"
486,38,1292.61,1500,2,"Não","Não","Sim","Feminino","Urbana"
487,43,1635.13,1800,4,"Não","Não","Sim","Feminino","Urbana"
488,24,1057.48,1200,3,"Sim","Sim","Sim","Feminino","Urbana"
489,35,1198.83,1400,2,"Sim","Não","Sim","Masculino","Urbana"
490,46,1922.91,2200,1,"Sim","Não","Sim","Feminino","Urbana"
491,38,250.05,510.42,9,"Sim","Sim","Não","Masculino","Urbana"
492,39,1720.12,1900,5,"Sim","Sim","Sim","Masculino","Urbana"
493,39,895.34,1200,1,"Não","Não","Sim","Masculino","Urbana"
494,52,1751.51,2000,1,"Não","Não","Sim","Feminino","Urbana"
495,34,1119.27,1300,4,"Sim","Não","Sim","Feminino","Urbana"
496,47,1384.98,1600,2,"Não","Não","Sim","Feminino","Urbana"
497,49,2120.55,2300,5,"Não","Sim","Não","Feminino","Urbana"
498,28,2295.66,2500,3,"Sim","Não","Sim","Feminino","Urbana"
499,41,1938.04,2100,8,"Não","Não","Sim","Masculino","Urbana"
500,40,565.22,800,3,"Sim","Sim","Não","Feminino","Urbana"
501,50,2112.82,2400,4,"Não","Não","Sim","Feminino","Urbana"
502,49,957.59,1100,1,"Não","Não","Não","Masculino","Urbana"
503,40,3347.98,3600,4,"Sim","Sim","Não","Feminino","Urbana"
504,41,2442.41,2600,1,"Não","Não","Sim","Masculino","Urbana"
505,33,2504.59,2700,0,"Não","Sim","Sim","Feminino","Urbana"
506,38,2865.7,3100,2,"Sim","Não","Sim","Feminino","Rural"
507,30,1650.16,1800,4,"Sim","Não","Não","Masculino","Urbana"
508,30,1141.96,1300,0,"Sim","Sim","Não","Feminino","Urbana"
509,28,1438.83,1600,2,"Não","Não","Sim","Masculino","Rural"
510,48,2102.22,2200,1,"Não","Não","Sim","Feminino","Rural"
511,51,2053.78,2300,2,"Não","Não","Sim","Masculino","Urbana"
512,36,1687.67,1800,1,"Não","Não","Sim","Feminino","Urbana"
513,29,1901.03,2100,1,"Não","Não","Sim","Masculino","Urbana"
514,39,2228.73,2500,3,"Sim","Sim","Sim","Feminino","Urbana"
515,62,1186.34,1400,2,"Sim","Sim","Não","Masculino","Urbana"
516,60,1907.54,2100,2,"Sim","Não","Não","Feminino","Urbana"
517,23,283.74,500,2,"Sim","Sim","Sim","Feminino","Urbana"
518,36,1751.33,2000,4,"Não","Não","Sim","Feminino","Urbana"
519,55,2303.95,2500,2,"Sim","Sim","Não","Feminino","Rural"
520,40,2127.06,2300,1,"Não","Não","Não","Masculino","Urbana"
521,56,1496.43,1700,1,"Não","Não","Sim","Feminino","Rural"
522,37,2095.4,2300,3,"Sim","Sim","Sim","Feminino","Urbana"
523,46,2721.47,3000,4,"Não","Não","Sim","Feminino","Urbana"
524,42,1516.25,1700,4,"Não","Não","Não","Feminino","Urbana"
525,72,348.68,100,1,"Não","Não","Não","Masculino","Rural"
526,49,1940.39,2100,2,"Não","Não","Sim","Masculino","Rural"
527,28,2168.79,2300,2,"Sim","Não","Sim","Masculino","Urbana"
528,34,1991.42,2100,2,"Não","Sim","Sim","Feminino","Urbana"
529,44,2646.82,2900,1,"Não","Sim","Sim","Feminino","Rural"
530,21,1227.56,1400,3,"Sim","Sim","Sim","Feminino","Urbana"
531,22,1723.27,1900,2,"Sim","Não","Não","Feminino","Rural"
532,29,2854.72,3000,1,"Não","Não","Sim","Feminino","Urbana"
533,37,1090.66,1300,2,"Sim","Sim","Não","Masculino","Urbana"
534,52,1206.69,1300,6,"Sim","Sim","Sim","Masculino","Rural"
535,37,1281.11,1500,7,"Não","Não","Sim","Masculino","Rural"
536,42,396.37,600,2,"Sim","Não","Não","Feminino","Urbana"
537,39,1617.24,1800,5,"Sim","Sim","Não","Feminino","Rural"
538,33,659.33,900,2,"Sim","Não","Não","Masculino","Urbana"
539,54,311.33,500,3,"Sim","Não","Sim","Feminino","Urbana"
540,29,2065.08,2300,3,"Não","Não","Sim","Masculino","Urbana"
541,38,864.07,1100,1,"Não","Não","Sim","Feminino","Urbana"
542,37,2422.66,2700,2,"Sim","Sim","Não","Feminino","Urbana"
543,45,1344.33,1600,3,"Não","Não","Sim","Masculino","Rural"
544,56,1706.17,1900,5,"Não","Não","Sim","Feminino","Urbana"
545,45,2710.89,3000,1,"Não","Não","Sim","Feminino","Urbana"
546,54,1951.04,2100,2,"Não","Não","Sim","Feminino","Urbana"
547,48,1244.21,1500,5,"Sim","Não","Sim","Feminino","Urbana"
548,34,1208.05,1500,2,"Não","Não","Sim","Masculino","Urbana"
549,41,1650.97,1900,0,"Não","Não","Sim","Feminino","Urbana"
550,54,1654.78,1800,1,"Não","Não","Sim","Feminino","Urbana"
551,24,1474.63,1600,1,"Sim","Sim","Não","Feminino","Urbana"
552,43,1364.64,1600,2,"Não","Não","Sim","Feminino","Urbana"
553,38,1718.48,1900,0,"Não","Não","Sim","Feminino","Rural"
554,49,1953.64,2100,1,"Não","Sim","Sim","Feminino","Urbana"
555,48,839.57,1100,1,"Não","Não","Sim","Feminino","Rural"
556,43,1074.93,1200,4,"Sim","Sim","Não","Feminino","Urbana"
557,55,1475.95,1600,3,"Não","Não","Sim","Masculino","Urbana"
558,25,1319.59,1500,5,"Não","Não","Sim","Feminino","Urbana"
559,49,1424.62,1600,1,"Sim","Sim","Não","Feminino","Urbana"
560,24,1665.38,1800,2,"Sim","Não","Não","Feminino","Urbana"
561,46,2776.35,3000,1,"Sim","Não","Não","Feminino","Urbana"
562,41,1152.56,1400,1,"Não","Não","Sim","Masculino","Urbana"
563,50,1096.88,1300,3,"Sim","Sim","Não","Masculino","Urbana"
564,41,2552.06,2800,0,"Não","Não","Sim","Feminino","Rural"
565,24,1169.28,1400,2,"Sim","Sim","Não","Masculino","Urbana"
566,20,552.14,800,2,"Sim","Não","Sim","Masculino","Rural"
567,45,444.91,600,2,"Sim","Sim","Não","Feminino","Urbana"
568,39,759.16,1000,5,"Sim","Não","Sim","Feminino","Rural"
569,34,814.31,1000,0,"Não","Sim","Não","Feminino","Urbana"
570,37,1440.74,1700,1,"Não","Não","Sim","Masculino","Rural"
571,33,437.54,700,1,"Não","Não","Não","Masculino","Rural"
572,38,1846.95,2100,2,"Sim","Sim","Não","Masculino","Rural"
573,31,990.34,1200,3,"Sim","Sim","Não","Masculino","Urbana"
574,20,1418.41,1600,0,"Sim","Não","Sim","Feminino","Urbana"
575,38,1976.37,2200,2,"Sim","Não","Sim","Feminino","Urbana"
576,50,1934.26,2100,2,"Não","Não","Sim","Feminino","Rural"
577,59,714.05,900,0,"Sim","Não","Não","Feminino","Urbana"
578,40,1116.49,1300,1,"Sim","Sim","Não","Feminino","Rural"
579,39,1464.56,1700,1,"Sim","Sim","Não","Masculino","Rural"
580,50,1608.94,1800,3,"Sim","Sim","Sim","Feminino","Rural"
581,41,185.56,400,1,"Não","Não","Sim","Feminino","Rural"
582,36,763.15,900,3,"Sim","Sim","Não","Feminino","Urbana"
583,23,1904.31,2100,0,"Não","Não","Não","Feminino","Rural"
584,27,1125.48,1300,2,"Sim","Sim","Não","Feminino","Urbana"
585,44,358.64,600,0,"Não","Não","Sim","Masculino","Rural"
586,25,1326.8,1500,3,"Não","Não","Sim","Feminino","Urbana"
587,50,459.41,700,2,"Sim","Sim","Não","Masculino","Urbana"
588,27,2275.46,2400,0,"Não","Não","Sim","Feminino","Urbana"
589,38,2952.59,3200,2,"Sim","Sim","Não","Masculino","Urbana"
590,40,1650.03,1900,3,"Sim","Não","Não","Masculino","Urbana"
591,40,1532.72,1700,3,"Não","Não","Sim","Feminino","Urbana"
592,42,1424.84,1700,1,"Não","Não","Não","Masculino","Rural"
593,46,1682.95,1900,2,"Não","Não","Sim","Feminino","Urbana"
594,39,1431.38,1600,5,"Não","Não","Sim","Feminino","Urbana"
595,38,702.39,900,1,"Não","Não","Não","Feminino","Urbana"
596,42,2022.16,2200,2,"Não","Não","Não","Feminino","Urbana"
597,36,133.05,300,3,"Sim","Não","Não","Feminino","Urbana"
598,55,1233.16,1400,4,"Sim","Sim","Sim","Masculino","Urbana"
599,18,1428.26,1600,2,"Não","Sim","Sim","Masculino","Urbana"
600,50,1527,1600,1,"Sim","Não","Sim","Feminino","Urbana"
601,38,2235.51,2400,5,"Sim","Não","Sim","Masculino","Rural"
602,44,486.79,700,3,"Sim","Sim","Não","Masculino","Urbana"
603,50,765.93,900,2,"Sim","Sim","Sim","Feminino","Urbana"
604,48,1287.71,1500,4,"Não","Não","Não","Feminino","Urbana"
605,33,2344.75,2600,1,"Não","Não","Sim","Feminino","Urbana"
606,56,494.22,700,0,"Sim","Sim","Sim","Feminino","Urbana"
607,24,2168.11,2400,2,"Não","Não","Sim","Masculino","Urbana"
608,49,1484.45,1700,0,"Não","Não","Sim","Feminino","Urbana"
609,35,2018.1,2200,1,"Sim","Não","Sim","Feminino","Urbana"
610,21,2457.37,2600,2,"Sim","Sim","Não","Feminino","Rural"
611,21,1347.48,1500,0,"Não","Não","Sim","Feminino","Urbana"
612,42,1482.32,1700,1,"Não","Não","Sim","Feminino","Urbana"
613,62,1059.8,1300,3,"Sim","Sim","Não","Feminino","Urbana"
614,43,281.38,500,1,"Não","Não","Sim","Feminino","Urbana"
615,51,1969.75,2200,4,"Não","Não","Sim","Masculino","Urbana"
616,48,1606.12,1800,2,"Não","Não","Não","Masculino","Rural"
617,33,1098.75,1300,6,"Sim","Não","Não","Masculino","Urbana"
618,50,2862.32,3100,2,"Não","Sim","Sim","Feminino","Rural"
619,44,1585.16,1900,1,"Sim","Sim","Não","Feminino","Urbana"
620,42,1707.63,1900,3,"Não","Não","Sim","Feminino","Rural"
621,50,688.78,900,1,"Não","Não","Sim","Feminino","Rural"
622,47,2225.71,2500,2,"Não","Sim","Não","Feminino","Urbana"
623,34,710.6,1000,0,"Não","Não","Sim","Feminino","Rural"
624,44,987.95,1200,2,"Sim","Sim","Não","Masculino","Urbana"
625,31,1374.04,1500,2,"Não","Não","Sim","Feminino","Urbana"
626,46,2771.1,2900,6,"Sim","Sim","Não","Feminino","Urbana"
627,36,1264.23,1500,0,"Não","Não","Sim","Feminino","Urbana"
628,45,1981.96,2200,3,"Não","Não","Não","Masculino","Rural"
629,44,917.61,1100,2,"Sim","Não","Não","Masculino","Urbana"
630,37,1953.2,2100,0,"Sim","Sim","Sim","Feminino","Urbana"
631,45,2506.12,2700,2,"Não","Não","Não","Feminino","Urbana"
632,46,1947.31,2100,1,"Não","Não","Sim","Feminino","Rural"
633,38,1593.59,1800,1,"Sim","Não","Não","Feminino","Rural"
634,52,2195.19,2400,4,"Sim","Não","Não","Masculino","Urbana"
635,54,1328.36,1500,1,"Não","Não","Sim","Feminino","Urbana"
636,33,1286.26,1500,3,"Sim","Não","Não","Masculino","Rural"
637,32,1055.84,1300,4,"Sim","Não","Não","Masculino","Urbana"
638,45,1815.56,2000,2,"Não","Não","Sim","Masculino","Urbana"
639,31,1492.53,1700,3,"Não","Não","Sim","Masculino","Urbana"
640,36,1570.31,1800,1,"Sim","Não","Sim","Feminino","Rural"
641,48,3018.34,3200,2,"Não","Não","Sim","Masculino","Urbana"
642,34,1225.6,1400,0,"Sim","Sim","Não","Feminino","Urbana"
643,21,873.38,1100,3,"Sim","Sim","Não","Feminino","Urbana"
644,47,318.35,600,4,"Sim","Não","Sim","Feminino","Urbana"
645,24,211.27,400,3,"Sim","Sim","Sim","Masculino","Rural"
646,26,484.95,700,1,"Não","Não","Sim","Feminino","Rural"
647,10,3052.4,3200,0,"Não","Não","Não","Feminino","Urbana"
648,48,2222.42,2400,0,"Sim","Sim","Sim","Feminino","Urbana"
649,43,2260.26,2500,2,"Sim","Não","Não","Feminino","Urbana"
650,45,444.39,600,6,"Sim","Não","Sim","Masculino","Urbana"
651,48,2013.13,2300,1,"Sim","Não","Sim","Masculino","Rural"
652,40,791.27,1000,1,"Não","Não","Sim","Feminino","Urbana"
653,29,986.99,1200,1,"Não","Não","Sim","Feminino","Rural"
654,46,1520.79,1800,0,"Não","Não","Sim","Feminino","Urbana"
655,53,1996.66,2200,1,"Não","Não","Sim","Feminino","Urbana"
656,25,1441.43,1600,1,"Não","Não","Não","Feminino","Urbana"
657,34,1356.56,1600,1,"Não","Não","Sim","Feminino","Urbana"
658,37,1119.74,1300,4,"Sim","Não","Sim","Feminino","Urbana"
659,27,1473.82,1600,2,"Sim","Não","Não","Feminino","Rural"
660,47,224.58,512.69,4,"Sim","Não","Não","Feminino","Urbana"
661,34,744.37,1000,1,"Não","Não","Sim","Feminino","Urbana"
662,53,1496.55,1700,4,"Não","Não","Sim","Feminino","Urbana"
663,41,3140.82,3300,4,"Sim","Sim","Não","Feminino","Urbana"
664,47,969.09,1200,1,"Não","Não","Sim","Masculino","Urbana"
665,56,890.83,1100,2,"Sim","Não","Não","Feminino","Rural"
666,43,1317.01,1500,1,"Não","Não","Sim","Feminino","Urbana"
667,51,442.12,0,2,"Sim","Não","Sim","Masculino","Urbana"
668,42,1894.67,2100,2,"Não","Não","Não","Feminino","Urbana"
669,25,2948.09,3100,2,"Não","Não","Sim","Feminino","Urbana"
670,40,2849.57,3100,0,"Não","Não","Sim","Feminino","Urbana"
671,47,1029.55,1200,0,"Sim","Não","Sim","Feminino","Urbana"
672,45,1757.49,1900,3,"Não","Sim","Sim","Masculino","Urbana"
673,38,2217.45,2400,2,"Não","Não","Sim","Feminino","Urbana"
674,28,2440.06,2700,1,"Sim","Sim","Não","Feminino","Urbana"
675,46,2244.03,2400,4,"Não","Não","Sim","Feminino","Rural"
676,31,739.46,900,3,"Sim","Sim","Não","Feminino","Urbana"
677,27,473.62,600,2,"Sim","Sim","Não","Feminino","Rural"
678,46,1868.54,2100,3,"Não","Não","Sim","Feminino","Urbana"
679,28,1741.8,2000,0,"Sim","Não","Não","Feminino","Urbana"
680,42,565.67,700,2,"Sim","Não","Sim","Feminino","Urbana"
681,40,2154.07,2400,1,"Sim","Sim","Não","Masculino","Urbana"
682,27,2033.26,2300,1,"Não","Não","Sim","Feminino","Urbana"
683,52,752.1,900,2,"Sim","Não","Sim","Masculino","Urbana"
684,34,1669.24,1900,1,"Não","Não","Sim","Feminino","Urbana"
685,52,1774.85,1900,0,"Não","Não","Não","Feminino","Urbana"
686,35,1389.67,1500,4,"Sim","Não","Não","Masculino","Urbana"
687,34,2423.85,2600,1,"Não","Não","Sim","Masculino","Rural"
688,40,861.5,1100,1,"Não","Não","Sim","Feminino","Urbana"
689,36,1619.16,1800,4,"Não","Não","Sim","Feminino","Urbana"
690,36,931.07,1200,4,"Sim","Não","Não","Feminino","Urbana"
691,31,1278.31,1400,0,"Não","Não","Sim","Feminino","Rural"
692,28,2204.52,2400,2,"Não","Não","Sim","Feminino","Urbana"
693,46,1877.12,2100,1,"Sim","Sim","Sim","Masculino","Urbana"
694,32,1425.13,1600,2,"Não","Sim","Sim","Masculino","Urbana"
695,26,778.39,1000,1,"Não","Não","Sim","Feminino","Urbana"
696,35,1742.39,1900,1,"Não","Não","Sim","Masculino","Urbana"
697,32,880.91,1200,0,"Sim","Sim","Sim","Feminino","Urbana"
698,18,1158.8,1400,2,"Sim","Não","Sim","Masculino","Urbana"
699,37,634.54,800,3,"Sim","Sim","Sim","Feminino","Rural"
700,42,470.72,800,3,"Sim","Não","Não","Feminino","Urbana"
701,43,188.39,500,1,"Não","Não","Sim","Feminino","Rural"
702,44,1389.8,1600,0,"Não","Não","Sim","Feminino","Urbana"
703,30,404.71,600,3,"Sim","Sim","Não","Feminino","Urbana"
704,37,3419.66,3600,0,"Não","Não","Sim","Feminino","Rural"
705,30,1698.02,1900,1,"Sim","Não","Não","Feminino","Urbana"
706,34,955.68,1100,2,"Sim","Sim","Sim","Feminino","Urbana"
707,28,2459.62,2600,5,"Sim","Sim","Não","Masculino","Urbana"
708,29,1475.02,1700,0,"Não","Não","Sim","Feminino","Urbana"
709,46,1543.46,1700,2,"Não","Sim","Sim","Feminino","Urbana"
710,37,1047.97,1300,2,"Sim","Sim","Não","Feminino","Urbana"
711,37,1303.55,1500,3,"Não","Não","Sim","Feminino","Urbana"
712,57,668.21,900,0,"Não","Não","Sim","Masculino","Rural"
713,39,1501.64,1700,2,"Não","Não","Sim","Feminino","Urbana"
714,35,747.54,1000,3,"Sim","Sim","Sim","Feminino","Urbana"
715,47,1777.11,2000,2,"Sim","Não","Não","Feminino","Urbana"
716,35,2632.52,2900,4,"Não","Não","Sim","Feminino","Urbana"
717,54,1927.44,2100,2,"Não","Sim","Não","Feminino","Urbana"
718,36,1726.43,1900,1,"Não","Não","Sim","Feminino","Urbana"
719,34,2426.59,2600,3,"Não","Não","Sim","Masculino","Rural"
720,28,1810.17,2000,0,"Não","Não","Não","Masculino","Urbana"
721,43,447.65,700,4,"Sim","Não","Sim","Masculino","Urbana"
722,55,2200.82,2400,2,"Sim","Sim","Não","Masculino","Urbana"
723,36,991.69,1200,1,"Não","Não","Sim","Masculino","Urbana"
